HPO_label,HPO_term
Broad 3rd toe,HP:0100041
Broad 4th toe,HP:0100042
Broad 5th toe,HP:0100043
Absent epiphyses of the 2nd toe,HP:0100044
Bracket epiphyses of the 2nd toe,HP:0100045
Cone-shaped epiphyses of the 2nd toe,HP:0100046
Enlarged epiphyses of the 2nd toe,HP:0100047
Fragmentation of the epiphyses of the 2nd toe,HP:0100048
Irregular epiphyses of the 2nd toe,HP:0100049
Ivory epiphyses of the 2nd toe,HP:0100050
Pseudoepiphyses of the 2nd toe,HP:0100051
Small epiphyses of the 2nd toe,HP:0100052
Stippling of the epiphyses of the 2nd toe,HP:0100053
Triangular epiphyses of the 2nd toe,HP:0100054
Absent epiphyses of the 3rd toe,HP:0100055
Bracket epiphyses of the 3rd toe,HP:0100056
Cone-shaped epiphyses of the 3rd toe,HP:0100057
Enlarged epiphyses of the 3rd toe,HP:0100058
Fragmentation of the epiphyses of the 3rd toe,HP:0100059
Irregular epiphyses of the 3rd toe,HP:0100060
Ivory epiphyses of the 3rd toe,HP:0100061
Pseudoepiphyses of the 3rd toe,HP:0100062
Small epiphyses of the 3rd toe,HP:0100063
Stippling of the epiphyses of the 3rd toe,HP:0100064
Triangular epiphyses of the 3rd toe,HP:0100065
Absent epiphyses of the 4th toe,HP:0100066
Bracket epiphyses of the 4th toe,HP:0100067
Cone-shaped epiphyses of the 4th toe,HP:0100068
Enlarged epiphyses of the 4th toe,HP:0100069
Fragmentation of the epiphyses of the 4th toe,HP:0100070
Irregular epiphyses of the 4th toe,HP:0100071
Ivory epiphyses of the 4th toe,HP:0100072
Pseudoepiphyses of the 4th toe,HP:0100073
Small epiphyses of the 4th toe,HP:0100074
Stippling of the epiphyses of the 4th toe,HP:0100075
Triangular epiphyses of the 4th toe,HP:0100076
Absent epiphyses of the 5th toe,HP:0100077
Bracket epiphyses of the 5th toe,HP:0100078
Cone-shaped epiphyses of the 5th toe,HP:0100079
Enlarged epiphyses of the 5th toe,HP:0100080
Fragmentation of the epiphyses of the 5th toe,HP:0100081
Irregular epiphyses of the 5th toe,HP:0100082
Ivory epiphyses of the 5th toe,HP:0100083
Pseudoepiphyses of the 5th toe,HP:0100084
Small epiphyses of the 5th toe,HP:0100085
Stippling of the epiphyses of the 5th toe,HP:0100086
Triangular epiphyses of the 5th toe,HP:0100087
Abnormality of the epiphysis of the distal phalanx of the 2nd toe,HP:0100088
Abnormality of the epiphysis of the middle phalanx of the 2nd toe,HP:0100089
Abnormality of the epiphysis of the proximal phalanx of the 2nd toe,HP:0100090
Abnormality of the epiphysis of the distal phalanx of the 3rd toe,HP:0100091
Abnormality of the epiphysis of the middle phalanx of the 3rd toe,HP:0100092
Abnormality of the epiphysis of the proximal phalanx of the 3rd toe,HP:0100093
Abnormality of the epiphysis of the distal phalanx of the 4th toe,HP:0100094
Abnormality of the epiphysis of the middle phalanx of the 4th toe,HP:0100095
Abnormality of the epiphysis of the proximal phalanx of the 4th toe,HP:0100096
Abnormality of the epiphysis of the distal phalanx of the 5th toe,HP:0100097
Abnormality of the epiphysis of the middle phalanx of the 5th toe,HP:0100098
Abnormality of the epiphysis of the proximal phalanx of the 5th toe,HP:0100099
Absent epiphysis of the distal phalanx of the 2nd toe,HP:0100100
Bracket epiphysis of the distal phalanx of the 2nd toe,HP:0100101
Cone-shaped epiphysis of the distal phalanx of the 2nd toe,HP:0100102
Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100103
Fragmentation of the epiphysis of the distal phalanx of the 2nd toe,HP:0100104
Irregular epiphysis of the distal phalanx of the 2nd toe,HP:0100105
Ivory epiphysis of the distal phalanx of the 2nd toe,HP:0100106
Pseudoepiphysis of the distal phalanx of the 2nd toe,HP:0100107
Small epiphysis of the distal phalanx of the 2nd toe,HP:0100108
Stippling of the epiphysis of the distal phalanx of the 2nd toe,HP:0100109
Triangular epiphysis of the distal phalanx of the 2nd toe,HP:0100110
Absent epiphysis of the middle phalanx of the 2nd toe,HP:0100111
Bracket epiphysis of the middle phalanx of the 2nd toe,HP:0100112
Cone-shaped epiphysis of the middle phalanx of the 2nd toe,HP:0100113
Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100114
Fragmentation of the epiphysis of the middle phalanx of the 2nd toe,HP:0100115
Irregular epiphysis of the middle phalanx of the 2nd toe,HP:0100116
Ivory epiphysis of the middle phalanx of the 2nd toe,HP:0100117
Pseudoepiphysis of the middle phalanx of the 2nd toe,HP:0100118
Small epiphysis of the middle phalanx of the 2nd toe,HP:0100119
Stippling of the epiphysis of the middle phalanx of the 2nd toe,HP:0100120
Triangular epiphysis of the middle phalanx of the 2nd toe,HP:0100121
Absent epiphysis of the proximal phalanx of the 2nd toe,HP:0100122
Bracket epiphysis of the proximal phalanx of the 2nd toe,HP:0100123
Cone-shaped epiphysis of the proximal phalanx of the 2nd toe,HP:0100124
Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100125
Fragmentation of the epiphysis of the proximal phalanx of the 2nd toe,HP:0100126
Irregular epiphysis of the proximal phalanx of the 2nd toe,HP:0100127
Ivory epiphysis of the proximal phalanx of the 2nd toe,HP:0100128
Pseudoepiphysis of the proximal phalanx of the 2nd toe,HP:0100129
Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100130
Stippling of the epiphysis of the proximal phalanx of the 2nd toe,HP:0100131
Triangular epiphysis of the proximal phalanx of the 2nd toe,HP:0100132
Abnormality of the axillary hair,HP:0100134
Absent epiphysis of the distal phalanx of the 3rd toe,HP:0100135
Bracket epiphysis of the distal phalanx of the 3rd toe,HP:0100136
Cone-shaped epiphysis of the distal phalanx of the 3rd toe,HP:0100137
Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100138
Fragmentation of the epiphysis of the distal phalanx of the 3rd toe,HP:0100139
Irregular epiphysis of the distal phalanx of the 3rd toe,HP:0100140
Ivory epiphysis of the distal phalanx of the 3rd toe,HP:0100141
Pseudoepiphysis of the distal phalanx of the 3rd toe,HP:0100142
Small epiphysis of the distal phalanx of the 3rd toe,HP:0100143
Stippling of the epiphysis of the distal phalanx of the 3rd toe,HP:0100144
Triangular epiphysis of the distal phalanx of the 3rd toe,HP:0100145
Absent epiphysis of the middle phalanx of the 3rd toe,HP:0100146
Bracket epiphysis of the middle phalanx of the 3rd toe,HP:0100147
Cone-shaped epiphysis of the middle phalanx of the 3rd toe,HP:0100148
Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100149
Fragmentation of the epiphysis of the middle phalanx of the 3rd toe,HP:0100150
Irregular epiphysis of the middle phalanx of the 3rd toe,HP:0100151
Ivory epiphysis of the middle phalanx of the 3rd toe,HP:0100152
Pseudoepiphysis of the middle phalanx of the 3rd toe,HP:0100153
Small epiphysis of the middle phalanx of the 3rd toe,HP:0100154
Stippling of the epiphysis of the middle phalanx of the 3rd toe,HP:0100155
Triangular epiphysis of the middle phalanx of the 3rd toe,HP:0100156
Absent epiphysis of the proximal phalanx of the 3rd toe,HP:0100157
Bracket epiphysis of the proximal phalanx of the 3rd toe,HP:0100158
Cone-shaped epiphysis of the proximal phalanx of the 3rd toe,HP:0100159
Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100160
Fragmentation of the epiphysis of the proximal phalanx of the 3rd toe,HP:0100161
Irregular epiphysis of the proximal phalanx of the 3rd toe,HP:0100162
Ivory epiphysis of the proximal phalanx of the 3rd toe,HP:0100163
Pseudoepiphysis of the proximal phalanx of the 3rd toe,HP:0100164
Small epiphysis of the proximal phalanx of the 3rd toe,HP:0100165
Stippling of the epiphysis of the proximal phalanx of the 3rd toe,HP:0100166
Triangular epiphysis of the proximal phalanx of the 3rd toe,HP:0100167
Fragmented epiphyses,HP:0100168
Absent epiphysis of the distal phalanx of the 4th toe,HP:0100169
Bracket epiphysis of the distal phalanx of the 4th toe,HP:0100170
Cone-shaped epiphysis of the distal phalanx of the 4th toe,HP:0100171
Enlarged epiphysis of the distal phalanx of the 4th toe,HP:0100172
Fragmentation of the epiphysis of the distal phalanx of the 4th toe,HP:0100173
Irregular epiphysis of the distal phalanx of the 4th toe,HP:0100174
Ivory epiphysis of the distal phalanx of the 4th toe,HP:0100175
Pseudoepiphysis of the distal phalanx of the 4th toe,HP:0100176
Small epiphysis of the distal phalanx of the 4th toe,HP:0100177
Stippling of the epiphysis of the distal phalanx of the 4th toe,HP:0100178
Triangular epiphysis of the distal phalanx of the 4th toe,HP:0100179
Absent epiphysis of the middle phalanx of the 4th toe,HP:0100180
Bracket epiphysis of the middle phalanx of the 4th toe,HP:0100181
Cone-shaped epiphysis of the middle phalanx of the 4th toe,HP:0100182
Enlarged epiphysis of the middle phalanx of the 4th toe,HP:0100183
Fragmentation of the epiphysis of the middle phalanx of the 4th toe,HP:0100184
Irregular epiphysis of the middle phalanx of the 4th toe,HP:0100185
Ivory epiphysis of the middle phalanx of the 4th toe,HP:0100186
Pseudoepiphysis of the middle phalanx of the 4th toe,HP:0100187
Small epiphysis of the middle phalanx of the 4th toe,HP:0100188
Stippling of the epiphysis of the middle phalanx of the 4th toe,HP:0100189
Triangular epiphysis of the middle phalanx of the 4th toe,HP:0100190
Absent epiphysis of the proximal phalanx of the 4th toe,HP:0100191
Bracket epiphysis of the proximal phalanx of the 4th toe,HP:0100192
Cone-shaped epiphysis of the proximal phalanx of the 4th toe,HP:0100193
Enlarged epiphysis of the proximal phalanx of the 4th toe,HP:0100194
Fragmentation of the epiphysis of the proximal phalanx of the 4th toe,HP:0100195
Irregular epiphysis of the proximal phalanx of the 4th toe,HP:0100196
Ivory epiphysis of the proximal phalanx of the 4th toe,HP:0100197
Pseudoepiphysis of the proximal phalanx of the 4th toe,HP:0100198
Small epiphysis of the proximal phalanx of the 4th toe,HP:0100199
Stippling of the epiphysis of the proximal phalanx of the 4th toe,HP:0100200
Triangular epiphysis of the proximal phalanx of the 4th toe,HP:0100201
Absent epiphysis of the distal phalanx of the 5th toe,HP:0100202
Bracket epiphysis of the distal phalanx of the 5th toe,HP:0100203
Cone-shaped epiphysis of the distal phalanx of the 5th toe,HP:0100204
Enlarged epiphysis of the distal phalanx of the 5th toe,HP:0100205
Fragmentation of the epiphysis of the distal phalanx of the 5th toe,HP:0100206
Irregular epiphysis of the distal phalanx of the 5th toe,HP:0100207
Ivory epiphysis of the distal phalanx of the 5th toe,HP:0100208
Pseudoepiphysis of the distal phalanx of the 5th toe,HP:0100209
Small epiphysis of the distal phalanx of the 5th toe,HP:0100210
Stippling of the epiphysis of the distal phalanx of the 5th toe,HP:0100211
Triangular epiphysis of the distal phalanx of the 5th toe,HP:0100212
Absent epiphysis of the middle phalanx of the 5th toe,HP:0100213
Bracket epiphysis of the middle phalanx of the 5th toe,HP:0100214
Cone-shaped epiphysis of the middle phalanx of the 5th toe,HP:0100215
Enlarged epiphysis of the middle phalanx of the 5th toe,HP:0100216
Fragmentation of the epiphysis of the middle phalanx of the 5th toe,HP:0100217
Irregular epiphysis of the middle phalanx of the 5th toe,HP:0100218
Ivory epiphysis of the middle phalanx of the 5th toe,HP:0100219
Pseudoepiphysis of the middle phalanx of the 5th toe,HP:0100220
Small epiphysis of the middle phalanx of the 5th toe,HP:0100221
Stippling of the epiphysis of the middle phalanx of the 5th toe,HP:0100222
Triangular epiphysis of the middle phalanx of the 5th toe,HP:0100223
Absent epiphysis of the proximal phalanx of the 5th toe,HP:0100224
Bracket epiphysis of the proximal phalanx of the 5th toe,HP:0100225
Cone-shaped epiphysis of the proximal phalanx of the 5th toe,HP:0100226
Enlarged epiphysis of the proximal phalanx of the 5th toe,HP:0100227
Fragmentation of the epiphysis of the proximal phalanx of the 5th toe,HP:0100228
Irregular epiphysis of the proximal phalanx of the 5th toe,HP:0100229
Ivory epiphysis of the proximal phalanx of the 5th toe,HP:0100230
Pseudoepiphysis of the proximal phalanx of the 5th toe,HP:0100231
Small epiphysis of the proximal phalanx of the 5th toe,HP:0100232
Stippling of the epiphysis of the proximal phalanx of the 5th toe,HP:0100233
Triangular epiphysis of the proximal phalanx of the 5th toe,HP:0100234
Synostosis involving bones of the toes,HP:0100235
Proximal foot symphalangism,HP:0100237
Synostosis involving bones of the upper limbs,HP:0100238
Synostosis of joints,HP:0100240
Ectopic respiratory mucosa,HP:0100241
Leiomyosarcoma,HP:0100243
Fibrosarcoma,HP:0100244
Desmoid tumors,HP:0100245
Osteoma,HP:0100246
Hemiballismus,HP:0100248
Calcification of muscles,HP:0100249
Meningeal calcification,HP:0100250
Diaphyseal dysplasia,HP:0100252
Abnormality of the medullary cavity of the long bones,HP:0100253
Stenosis of the medullary cavity of the long bones,HP:0100254
Metaphyseal dysplasia,HP:0100255
Senile plaques,HP:0100256
Preaxial polydactyly,HP:0100258
Mesoaxial polydactyly,HP:0100260
Abnormal tendon morphology,HP:0100261
Synostosis involving digits,HP:0100262
Distal symphalangism,HP:0100263
Proximal symphalangism,HP:0100264
Synostosis of metacarpals/metatarsals,HP:0100265
Synostosis of carpals/tarsals,HP:0100266
Upper lip pit,HP:0100268
Paramedian lip pit,HP:0100269
Abnormality of dorsoventral patterning of the limbs,HP:0100270
Hyponasal speech,HP:0100271
Branchial sinus,HP:0100272
Gustatory lacrimation,HP:0100274
Diffuse cerebellar atrophy,HP:0100275
Skin pit,HP:0100276
Periauricular skin pits,HP:0100277
EMG: continuous motor unit activity at rest,HP:0100283
EMG: myotonic discharges,HP:0100284
EMG: impaired neuromuscular transmission,HP:0100285
EMG: slow motor conduction,HP:0100287
EMG: myokymic discharges,HP:0100288
Abnormality of pattern reversal visual evoked potentials,HP:0100289
Abnormality of peripheral somatosensory evoked potentials,HP:0100290
Abnormality of central somatosensory evoked potentials,HP:0100291
Amyloidosis of peripheral nerves,HP:0100292
Hypertrophied muscle fibers,HP:0100293
Muscle fiber atrophy,HP:0100295
Perifascicular muscle fiber atrophy,HP:0100296
Increased endomysial connective tissue,HP:0100297
Motheaten muscle fibers,HP:0100298
Muscle fiber inclusion bodies,HP:0100299
Desmin bodies,HP:0100300
Muscle fiber tubular inclusions,HP:0100301
Muscle fiber tubuloreticular inclusions,HP:0100302
Muscle fiber cytoplasmatic inclusion bodies,HP:0100303
Muscle fiber intranuclear inclusion bodies,HP:0100304
Ring fibers,HP:0100305
Muscle fiber hyaline bodies,HP:0100306
Cerebral cortical hemiatrophy,HP:0100308
Cerebral ventricular adhesions,HP:0100311
Cerebral germinoma,HP:0100312
Cerebral granulomatosis,HP:0100313
Cerebral inclusion bodies,HP:0100314
Lewy bodies,HP:0100315
Hirano bodies,HP:0100316
Argyrophilic inclusion bodies,HP:0100317
Lafora bodies,HP:0100318
Cerebral hyaline bodies,HP:0100319
Rosenthal fibers,HP:0100320
Abnormal dentate nucleus morphology,HP:0100321
Aplasia of the pyramidal tract,HP:0100322
Juvenile aseptic necrosis,HP:0100323
Immunologic hypersensitivity,HP:0100326
Carpometacarpal synostosis,HP:0100328
Tarsometatarsal synostosis,HP:0100329
Non-midline cleft lip,HP:0100335
Bilateral cleft palate,HP:0100337
Non-midline cleft palate,HP:0100338
Abnormality of the os naviculare pedis,HP:0100339
Fibular deviation of the 4th toe,HP:0100340
Tibial deviation of the 4th toe,HP:0100341
Fibular deviation of the 3rd toe,HP:0100342
Tibial deviation of the 3rd toe,HP:0100343
Fibular deviation of the 2nd toe,HP:0100344
Tibial deviation of the 2nd toe,HP:0100345
Fibular deviation of the 5th toe,HP:0100346
Tibial deviation of the 5th toe,HP:0100347
Contracture of the proximal interphalangeal joint of the 2nd toe,HP:0100348
Contracture of the proximal interphalangeal joint of the 3rd toe,HP:0100349
Contracture of the proximal interphalangeal joint of the 4th toe,HP:0100350
Contractures of the proximal interphalangeal joint of the 5th toe,HP:0100351
Contracture of the distal interphalangeal joint of the 2nd toe,HP:0100352
Contracture of the distal interphalangeal joint of the 3rd toe,HP:0100353
Contracture of the distal interphalangeal joint of the 4th toe,HP:0100354
Contractures of the distal interphalangeal joint of the 5th toe,HP:0100355
Contracture of the metatarsophalangeal joint of the 2nd toe,HP:0100356
Contracture of the metatarsophalangeal joint of the 3rd toe,HP:0100357
Contracture of the metatarsophalangeal joint of the 4th toe,HP:0100358
Contracture of the metatarsophalangeal joint of the 5th toe,HP:0100359
Aplasia of the phalanges of the 3rd toe,HP:0100362
